"","site_id","year","season","date","transect_id","plot_id","lat","long","distance","elevation","subplot","rep","species","percent_cover","percent_cover_cal","density_raw","density_adj","canopy_height_m","lg_burrow_raw","lg_burrow_adj","sm_burrow_raw","sm_burrow_adj","diameter","height","comments","observer","date_entered","entered_by","date_checked","checked_by","canopy_height_cm","reserve","type","month","station_name","... <- NULL"
"1","00",2019,"Spring",2019-04-15,"A",1,29.978087,-81.319459,0,-0.488,"NA",1,"Sarcocornia perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plot Gone","Shannon Dunnigan",43572,"Shannon Dunnigan",NA,NA,NA,"GTM","E",4,"gtmpiwq","gtmpiwq"
"2","00",2019,"Spring",2019-04-15,"A",1,29.978087,-81.319459,0,-0.488,"NA",1,"Spartina alterniflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plot Gone","Shannon Dunnigan",43572,"Shannon Dunnigan",NA,NA,NA,"GTM","E",4,"gtmpiwq","gtmpiwq"
"3","00",2019,"Spring",2019-04-15,"A",1,29.978087,-81.319459,0,-0.488,"NA",1,"Batis maritima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plot Gone","Shannon Dunnigan",43572,"Shannon Dunnigan",NA,NA,NA,"GTM","E",4,"gtmpiwq","gtmpiwq"
"4","00",2019,"Spring",2019-04-15,"A",1,29.978087,-81.319459,0,-0.488,"NA",1,"Unvegetated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plot Gone","Shannon Dunnigan",43572,"Shannon Dunnigan",NA,NA,NA,"GTM","E",4,"gtmpiwq","gtmpiwq"
"5","00",2019,"Spring",2019-04-15,"A",1,29.978087,-81.319459,0,-0.488,"NA",1,"Juncus roemerianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plot Gone","Shannon Dunnigan",43572,"Shannon Dunnigan",NA,NA,NA,"GTM","E",4,"gtmpiwq","gtmpiwq"
"6","00",2019,"Spring",2019-04-15,"A",1,29.978087,-81.319459,0,-0.488,"NA",1,"Distichlis spicata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plot Gone","Shannon Dunnigan",43572,"Shannon Dunnigan",NA,NA,NA,"GTM","E",4,"gtmpiwq","gtmpiwq"
"7","00",2019,"Spring",2019-04-15,"A",1,29.978087,-81.319459,0,-0.488,"NA",1,"Avicennia germinans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Plot Gone","Shannon Dunnigan",43572,"Shannon Dunnigan",NA,NA,NA,"GTM","E",4,"gtmpiwq","gtmpiwq"
"8","00",2019,"Fall",2019-10-08,"A",1,29.978087,-81.319459,0,-0.488,"NA",1,"Spartina alterniflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"9","00",2019,"Fall",2019-10-08,"A",1,29.978087,-81.319459,0,-0.488,"NA",1,"Batis maritima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"10","00",2019,"Fall",2019-10-08,"A",1,29.978087,-81.319459,0,-0.488,"NA",1,"Sarcocornia perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"11","00",2019,"Fall",2019-10-08,"A",1,29.978087,-81.319459,0,-0.488,"NA",1,"Juncus roemerianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"12","00",2019,"Fall",2019-10-08,"A",1,29.978087,-81.319459,0,-0.488,"NA",1,"Distichlis spicata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"13","00",2019,"Fall",2019-10-08,"A",1,29.978087,-81.319459,0,-0.488,"NA",1,"Avicennia germinans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"14","00",2019,"Fall",2019-10-08,"A",1,29.978087,-81.319459,0,-0.488,"NA",1,"Unvegetated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"15","00",2019,"Fall",2019-10-08,"A",2,29.978039,-81.319473,6,0.527,"NA",1,"Spartina alterniflora",40,NA,NA,NA,1.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.8,"GTM","E",10,"gtmpiwq","gtmpiwq"
"16","00",2019,"Fall",2019-10-08,"A",2,29.978039,-81.319473,6,0.527,"NA",1,"Batis maritima",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"17","00",2019,"Fall",2019-10-08,"A",2,29.978039,-81.319473,6,0.527,"NA",1,"Sarcocornia perennis",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"18","00",2019,"Fall",2019-10-08,"A",2,29.978039,-81.319473,6,0.527,"NA",1,"Juncus roemerianus",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"19","00",2019,"Fall",2019-10-08,"A",2,29.978039,-81.319473,6,0.527,"NA",1,"Distichlis spicata",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"20","00",2019,"Fall",2019-10-08,"A",2,29.978039,-81.319473,6,0.527,"NA",1,"Avicennia germinans",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"21","00",2019,"Fall",2019-10-08,"A",2,29.978039,-81.319473,6,0.527,"NA",1,"Unvegetated",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"22","00",2019,"Fall",2019-10-08,"A",3,29.97801,-81.319484,10,0.533,"NA",1,"Spartina alterniflora",40,NA,NA,NA,0.934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.4,"GTM","E",10,"gtmpiwq","gtmpiwq"
"23","00",2019,"Fall",2019-10-08,"A",3,29.97801,-81.319484,10,0.533,"NA",1,"Batis maritima",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"24","00",2019,"Fall",2019-10-08,"A",3,29.97801,-81.319484,10,0.533,"NA",1,"Sarcocornia perennis",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"25","00",2019,"Fall",2019-10-08,"A",3,29.97801,-81.319484,10,0.533,"NA",1,"Juncus roemerianus",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"26","00",2019,"Fall",2019-10-08,"A",3,29.97801,-81.319484,10,0.533,"NA",1,"Distichlis spicata",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"27","00",2019,"Fall",2019-10-08,"A",3,29.97801,-81.319484,10,0.533,"NA",1,"Avicennia germinans",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"28","00",2019,"Fall",2019-10-08,"A",3,29.97801,-81.319484,10,0.533,"NA",1,"Unvegetated",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"29","00",2019,"Fall",2019-10-08,"A",4,29.978014,-81.319513,10,0.493,"NA",1,"Spartina alterniflora",45,NA,12,192,0.922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.2,"GTM","E",10,"gtmpiwq","gtmpiwq"
"30","00",2019,"Fall",2019-10-08,"A",4,29.978014,-81.319513,10,0.493,"NA",1,"Batis maritima",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"31","00",2019,"Fall",2019-10-08,"A",4,29.978014,-81.319513,10,0.493,"NA",1,"Sarcocornia perennis",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"32","00",2019,"Fall",2019-10-08,"A",4,29.978014,-81.319513,10,0.493,"NA",1,"Juncus roemerianus",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"33","00",2019,"Fall",2019-10-08,"A",4,29.978014,-81.319513,10,0.493,"NA",1,"Distichlis spicata",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"34","00",2019,"Fall",2019-10-08,"A",4,29.978014,-81.319513,10,0.493,"NA",1,"Avicennia germinans",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"35","00",2019,"Fall",2019-10-08,"A",4,29.978014,-81.319513,10,0.493,"NA",1,"Unvegetated",55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"36","00",2019,"Fall",2019-10-08,"A",5,29.978044,-81.319508,6,0.546,"NA",1,"Spartina alterniflora",40,NA,12,192,0.916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.6,"GTM","E",10,"gtmpiwq","gtmpiwq"
"37","00",2019,"Fall",2019-10-08,"A",5,29.978044,-81.319508,6,0.546,"NA",1,"Batis maritima",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"38","00",2019,"Fall",2019-10-08,"A",5,29.978044,-81.319508,6,0.546,"NA",1,"Sarcocornia perennis",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"39","00",2019,"Fall",2019-10-08,"A",5,29.978044,-81.319508,6,0.546,"NA",1,"Juncus roemerianus",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"40","00",2019,"Fall",2019-10-08,"A",5,29.978044,-81.319508,6,0.546,"NA",1,"Distichlis spicata",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"41","00",2019,"Fall",2019-10-08,"A",5,29.978044,-81.319508,6,0.546,"NA",1,"Avicennia germinans",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"42","00",2019,"Fall",2019-10-08,"A",5,29.978044,-81.319508,6,0.546,"NA",1,"Unvegetated",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"43","00",2019,"Fall",2019-10-09,"B",1,29.978042,-81.319306,0,-0.603,"NA",1,"Spartina alterniflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"44","00",2019,"Fall",2019-10-09,"B",1,29.978042,-81.319306,0,-0.603,"NA",1,"Batis maritima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"45","00",2019,"Fall",2019-10-09,"B",1,29.978042,-81.319306,0,-0.603,"NA",1,"Sarcocornia perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"46","00",2019,"Fall",2019-10-09,"B",1,29.978042,-81.319306,0,-0.603,"NA",1,"Juncus roemerianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"47","00",2019,"Fall",2019-10-09,"B",1,29.978042,-81.319306,0,-0.603,"NA",1,"Distichlis spicata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"48","00",2019,"Fall",2019-10-09,"B",1,29.978042,-81.319306,0,-0.603,"NA",1,"Avicennia germinans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"49","00",2019,"Fall",2019-10-09,"B",1,29.978042,-81.319306,0,-0.603,"NA",1,"Unvegetated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
"50","00",2019,"Fall",2019-10-09,"B",2,29.977992,-81.319327,6,0.527,"NA",1,"Spartina alterniflora",70,NA,NA,NA,0.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.8,"GTM","E",10,"gtmpiwq","gtmpiwq"
"51","00",2019,"Fall",2019-10-09,"B",2,29.977992,-81.319327,6,0.527,"NA",1,"Batis maritima",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM","E",10,"gtmpiwq","gtmpiwq"
